,COLLECTION_DATE,FLOODING_DATE,FLOOD_DEPTH,FLOOD_DEPTH_OTHER,FLOOD_FREQUENCY,FLOOD_FREQUENCY_OTHER,PROPERTY_TYPE,AFFECTED_AREA,OTHER_INFORMATION,OBSERVATIONS,AFFECTED_AGRICULTURE,AFFECTED_AGRICULTURE_OTHER,SURVEY_TYPE,MONTH,YEAR,EVENT_TYPE,EVENT_TYPE_OTHER,EVENT_NAME,COUNTY,MUNICIPALITY,SPECIAL_DISTRICT_NAME,FLOOD_PRONE_AREA_ID,AHED_WS_NAME,PHOTO,UNIQUE_ID,geometry
58,2008-08-21T07:39:27+00:00,,don't_know,,don't_know,,Residential,road_street,,pia6504.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,PORT ST LUCIE,,ST LUCIE RIVER TIDAL NORTH FORK,TIDAL ST. LUCIE NORTH FORK,Yes,1dd9593c-2c48-439f-9bd2-62133ea75d73,POINT (856631.6564899124 1081269.468406156)
59,2008-08-21T07:59:24+00:00,,don't_know,,don't_know,,Commercial,parking_lot,,pia6560.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,NA,NORTH ST LUCIE RIVER WATER CONTROL DISTRICT,FT PIERCE AT FIVE MILE CREEK AND OKEECHOBEE ROAD,TIDAL ST. LUCIE NORTH FORK,Yes,1df41515-053c-4a37-afc5-d0d41b9080c8,POINT (861498.2615860775 1124388.765697576)
60,2022-11-09T19:34:00+00:00,2022-11-09T19:34:00+00:00,don't_know,,don't_know,,Residential,storm_drain,,neighbor state the drain is flooded,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,1e15a2e4-dafd-4733-bef7-95f6dfad7eaf,POINT (944471.4522666633 649374.6409245729)
61,2022-09-29T16:00:00+00:00,2022-09-29T16:00:00+00:00,greater_than_knee_deep,,whenever_it_rains,,Governmental,building_structure,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Collier,NA,,COCOHATCHEE,COCOHATCHEE,Yes,1f6749b3-3586-4b41-b0bc-c6e344a94514,POINT (401033.4731999114 705574.0186830759)
62,2022-09-28T11:51:00+00:00,,ankle_deep,,don't_know,,Residential,field_open_natural_area,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,C-12E,No,1f911c85-de4b-45f3-a867-dc1266bac3ee,POINT (932209.1815156639 649336.3568804041)
63,2022-10-07T13:17:41+00:00,,don't_know,,don't_know,,Commercial,building_structure,,221007_Flight-02216.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,CYPRESS LAKE BOATRAMP,LAKE CYPRESS,Yes,1fa04e35-e3c0-41f5-baf0-f28a26e0f0a6,POINT (558413.5642789938 1363801.135625154)
64,2022-10-17T16:00:00+00:00,2022-10-17T16:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,ORLANDO,,,LAKE HART,Yes,20216366-a114-497b-be9d-89fd0d5aaf7d,POINT (571569.1810123287 1487066.815930575)
65,2022-11-09T20:09:00+00:00,2022-11-09T20:09:00+00:00,don't_know,,don't_know,,Residential,road_street,,Streets are flooding. Urgent.,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,20ad7c8e-953d-4c57-8609-d58806916d63,POINT (946527.8769595772 648152.8690899089)
66,2022-09-29T16:03:43+00:00,,don't_know,,don't_know,,Residential,building_structure,,220929_Ian_Lee-20220929_200343032_iOS.jpg,,,Photo Database,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,NA,,LEE COUNTY INLAND COAST,ESTERO BAY,Yes,20ea8959-ebe0-463e-9cc3-625ffffd20a0,POINT (377415.7599367462 786535.8049219102)
67,2021-11-05T21:00:00+00:00,,ankle_deep,,don't_know,,Mixed_Use,road_street,,,,,Public,11,2021,extreme_heavy_rainfall_tidal_flooding,Both_Rain_Tidal,2021 Nov Rain and Tidal Event,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,CORAL REEF,No,210c3834-fcdf-42cb-a09a-a2f931624342,POINT (935877.1909119114 651102.4478364065)
68,2020-06-10T04:00:00+00:00,2020-06-10T04:00:00+00:00,don't_know,,yes_it_always_floods_here,,Residential,road_street,,We have consistent flooding on Flora in Hobe Sound. Seems since the new culvert was installed the water can not get away!! People who have lived here for 19 yrs. have never before had this problem!! Please investigate ....,,,Email,06,2020,Extreme or Heavy Rainfall,Rain,2020 June Extreme Rain Event,Martin,NA,,,NORTH FORK,No,215c6d3a-b830-459a-91ac-28598ac10fe1,POINT (933913.4035009108 988383.207000576)
69,2008-08-21T08:53:00+00:00,,don't_know,,don't_know,,Natural_Area_Open_Land_Recreational,field_open_natural_area,,pia6624.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Okeechobee,NA,,,S191,Yes,219ff9a9-c4fb-4037-892e-977514f28cd1,POINT (709304.202129662 1084378.645914823)
70,2022-09-28T14:30:00+00:00,2022-09-28T14:30:00+00:00,don't_know,,don't_know,,Residential,road_street,,who I could speak with regarding installation of drainage piping through the berm that runs along the east side of the L-8 Canal for the purposes of draining my property as well as several neighbors properties along 208th Drive and 206th Ave (the ROW immediately to the east of 208th Drive) during severe rainfall events,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Palm Beach,NA,INDIAN TRAIL IMPROVEMENT DISTRICT,L-8 SOUTH,L-8,No,2272f564-855b-409e-9b1f-d54d3be38d88,POINT (860251.3838304952 881780.749274157)
71,2022-10-07T13:17:35+00:00,,don't_know,,don't_know,,Commercial,building_structure,,221007_Flight-02213.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,CYPRESS LAKE BOATRAMP,LAKE CYPRESS,Yes,22a33e03-b95c-45bb-9fd2-d18377188bf0,POINT (558413.5642789938 1363801.135625154)
72,2022-06-04T16:00:00+00:00,2022-06-04T16:00:00+00:00,greater_than_knee_deep,,whenever_it_rains,,Residential,building_structure,,,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Miami-Dade,MIAMI,,MIAMI,MIAMI RIVER,No,22a95ffa-4750-4b38-b651-b59df6d38df2,POINT (918373.5120085776 520868.4336986542)
73,2022-10-06T16:00:00+00:00,2022-10-06T16:00:00+00:00,ankle_deep,,don't_know,,Commercial,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,CYPRESS LAKE BOATRAMP,LAKE CYPRESS,Yes,22c47a4c-85b4-4c3d-8745-c44155f68e98,POINT (559088.5150288306 1363357.888480157)
74,2022-11-11T14:47:00+00:00,2022-11-11T14:47:00+00:00,don't_know,,don't_know,,Residential,storm_drain,,"King tides now backing up into street east of repair site for water main break, concern that storm water drain has been damaged and should be evaluated.  Our storm water drain at 1717 SE 9th St was re-routed years ago to the west in the area where water main repairs are being done. ",,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,22e66318-8a68-41fd-934a-d36d7b54313d,POINT (943290.0989863276 647290.7172709033)
75,2020-11-09T05:00:00+00:00,2020-11-09T05:00:00+00:00,don't_know,,don't_know,,Residential,building_structure,,"The internal lake/canal of our community ""Parkside Estates"" located in Davie, FL 33328 is overflowing and the water level already reached the back patios of our houses. The  back patios are overflown already and any additional rain will cause severe damages. We understand that we had a great amount of water in the last 3 weeks, but is it possible to reduce the water levels before a significant storm hits us? Also, can you please confirm that the water level for ""Parkside Estates"" is on the list or schedule to reduce the water level before a significant storm hit us? if it is, the water level reduction is not enough.",,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,DAVIE,CENTRAL BROWARD WATER CONTROL DISTRICT,DAVIE,C-11 EAST,No,23d0a001-fa2b-4214-966a-c467943fbe2c,POINT (897080.6585969962 630217.7186085731)
76,2022-11-10T16:01:00+00:00,2022-11-10T16:01:00+00:00,don't_know,,don't_know,,Residential,road_street,,NEIGHBOR STATES THE WATER IS GETTING CLOSE TO DOOR AND HAS NOT BEEN GOING DOWN,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,24b2e1c4-e631-4384-9ca3-d41d29e922fe,POINT (946587.408992745 650845.8617354035)
77,2022-06-07T16:00:00+00:00,2022-06-07T16:00:00+00:00,greater_than_knee_deep,,whenever_it_rains,,Residential,don't_know,,,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Miami-Dade,CUTLER BAY,,CUTLER BAY,DA-4,Yes,24d22e9f-47ea-409e-a6fb-0a2aa68c5d07,POINT (877627.1610867456 453039.5267058238)
78,2022-09-29T16:27:58+00:00,,don't_know,,don't_know,,Residential,road_street,,220929_Ian_Lee-20220929_202758177_iOS.jpg,,,Photo Database,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,NA,,LEE COUNTY CALOOSAHATCHEE RIVER,TIDAL SOUTH,Yes,252d74d2-527b-4a64-bab1-8a7954f820ac,POINT (401769.5924625807 858267.1929549053)
79,2022-06-04T19:00:00+00:00,,ankle_deep,,don't_know,,Residential,road_street,,,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Broward,MARGATE,COCOMAR WATER CONTROL DISTRICT,,C-14 WEST,No,25f093e9-8103-4980-83f8-a439b5aafb53,POINT (920263.8697764128 704737.8077570722)
80,2022-10-02T16:00:00+00:00,2022-10-02T16:00:00+00:00,greater_than_knee_deep,,whenever_it_rains,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,SHINGLE CREEK DISCHARGE TO LAKE TOHOPEKALIGA,LAKE TOHOPEKALIGA,No,270075bf-55cd-46a8-a9a6-8e6abb4dff07,POINT (516188.9777965806 1427944.309503905)
81,2021-11-07T16:26:00+00:00,,less_than_ankle_deep,,don't_know,,Natural_Area_Open_Land_Recreational,field_open_natural_area,,,,,Public,11,2021,extreme_heavy_rainfall_tidal_flooding,Both_Rain_Tidal,2021 Nov Rain and Tidal Event,Broward,HOLLYWOOD,,HOLLYWOOD,CORAL REEF,No,270e0870-5c94-4120-a29b-8d95b2d29280,POINT (946166.9045844115 619257.9869191572)
82,2021-09-09T15:28:00+00:00,,less_than_ankle_deep,,don't_know,,Governmental,storm_drain,,saltwater is coming up through storm drain onto road,,,Public,09,2021,High Tide/Tidal Flooding,Tidal,2021 Sept Tidal Event,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,CORAL REEF,No,271b42aa-9dc6-4549-bdcb-febe794d3ede,POINT (939233.2170082442 649664.2217102423)
83,2022-09-24T12:14:00+00:00,,ankle_deep,,don't_know,,Commercial,field_open_natural_area,,,,,Public,09,2022,High Tide/Tidal Flooding,Tidal,2022 Sept Tidal Event,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,C-12E,No,27584320-f04c-4b33-8a23-ae139501d6bc,POINT (935306.3186940774 649302.1899539903)
84,2008-08-19T09:46:45+00:00,,don't_know,,don't_know,,Residential,road_street,,pia6380.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,PORT ST LUCIE,,ST LUCIE RIVER TIDAL NORTH FORK,TIDAL ST. LUCIE NORTH FORK,Yes,2801f156-6029-4c1f-9bb5-82cc2b052e47,POINT (864876.082914412 1067565.445289321)
85,2022-10-11T16:00:00+00:00,2022-10-11T16:00:00+00:00,ankle_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,287487a2-efd2-4f49-b7b9-2bb5ba2a9519,POINT (581662.858331494 1456921.157061905)
86,2023-11-16T18:25:00+00:00,2023-11-16T18:25:00+00:00,ankle_deep,,whenever_it_rains,,Residential,parking_lot,,,,,Public,11,2023,Extreme or Heavy Rainfall,Rain,2023 Nov Extreme Rain Event,Miami-Dade,MIAMI,,MIAMI,C-4,Yes,28d4814c-6444-4b45-9d98-5ccbd885034d,POINT (893357.2024612464 525814.1455919892)
87,2008-08-19T09:41:58+00:00,,don't_know,,don't_know,,Residential,road_street,,pia6378.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,PORT ST LUCIE,,ST LUCIE RIVER TIDAL NORTH FORK,TIDAL ST. LUCIE NORTH FORK,Yes,29122cd7-5c0e-4b1c-a934-9c2d3f660512,POINT (865006.3228114136 1067507.947700903)
88,2022-06-04T21:05:00+00:00,,ankle_deep,,don't_know,,Residential,road_street,,,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Broward,HOLLYWOOD,,HOLLYWOOD,CORAL REEF,No,29e985e0-b276-4680-bba2-3c543df74493,POINT (939829.9234919958 611166.6149785742)
89,2022-10-07T10:00:48+00:00,,don't_know,,don't_know,,Residential,don't_know,,220907_Lake_Ajay_Community-01851.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,2b51a3d9-d89d-452e-b30b-a46beaac16e6,POINT (584325.409764912 1458626.780291073)
90,2022-06-04T14:00:00+00:00,,knee_deep,,yes_it_always_floods_here,,Mixed_Use,road_street,,This happens all the time when it rains. We live on a canal. Why is the water not draining to the canal. The whole road and parking lot is now a river. The ducks love it. This is unacceptable. ,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Broward,OAKLAND PARK,,,NORTH FORK MIDDLE RIVER,No,2bbcf5b3-c7df-459d-8adc-8402d182a8a2,POINT (939739.674656745 666661.4255766571)
91,2008-08-21T07:41:09+00:00,,don't_know,,don't_know,,Residential,road_street,,pia6508.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,PORT ST LUCIE,,ST LUCIE RIVER TIDAL NORTH FORK,TIDAL ST. LUCIE NORTH FORK,Yes,2bf7b065-3ca1-4cdf-bb18-93fcb2176567,POINT (859168.0697241612 1082543.583640076)
92,2008-08-21T07:43:23+00:00,,don't_know,,don't_know,,Residential,road_street,,pia6521.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,PORT ST LUCIE,,ST LUCIE RIVER TIDAL NORTH FORK,TIDAL ST. LUCIE NORTH FORK,Yes,2c318150-d65f-4c6b-99c9-17c6c8274603,POINT (858113.3867941611 1079789.925433487)
93,2022-11-10T17:00:00+00:00,2022-11-10T17:00:00+00:00,other,1 foot from gate height,don't_know,,Residential,building_structure,,,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Miami-Dade,MIAMI SPRINGS,,MIAMI SPRINGS,MIAMI RIVER,No,2c528294-34ef-40b8-8382-30a1948d086d,POINT (899474.245345246 536391.3590175733)
94,2008-08-20T08:21:54+00:00,,don't_know,,don't_know,,Residential,road_street,,pia6439.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Palm Beach,NA,INDIAN TRAIL IMPROVEMENT DISTRICT,L-8 SOUTH,L-8,Yes,2ca34699-10b8-4c0e-8a6d-d8b311fa25ae,POINT (866052.9099570774 864555.0498017371)
95,2022-10-09T16:00:00+00:00,2022-10-09T16:00:00+00:00,ankle_deep,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,2d4c2f9c-0a26-4948-910b-009cccfbec7f,POINT (581654.6037548296 1456920.328323409)
96,2022-06-04T16:00:00+00:00,2022-06-04T16:00:00+00:00,ankle_deep,,don't_know,,Residential,building_structure,,,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Miami-Dade,NA,,NORTH MIAMI-DADE,C-8,No,2d720ed5-066e-4e34-a97b-c5466ca8ebad,POINT (920152.6596969962 571384.475710988)
97,2022-10-07T16:00:00+00:00,2022-10-07T16:00:00+00:00,don't_know,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,2d955248-e93b-4799-ad85-5ba6de1e792e,POINT (584066.8748489134 1471812.154838905)
98,2022-11-10T17:27:00+00:00,2022-11-10T17:27:00+00:00,don't_know,,don't_know,,Residential,road_street,,NEIGHBOR REPORTS HEAVY FLOODING ,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,2dd54605-a83e-4a8a-88c6-21354882de8a,POINT (949836.547835663 662411.1187885702)
99,2022-10-18T16:00:00+00:00,2022-10-18T16:00:00+00:00,don't_know,,don't_know,,Commercial,other,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,"LAKES PRESTON, JOEL, AND MYRTLE",LAKE MYRTLE,Yes,2e00c3d6-5d7a-4c7c-8937-ba79a89ef156,POINT (600127.6035541631 1455913.903170906)
100,2022-10-09T16:00:00+00:00,2022-10-09T16:00:00+00:00,ankle_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,2e44925b-3526-4530-9cb9-b7d70bca1b4b,POINT (582068.1829801612 1458310.563403822)
101,2022-10-11T16:00:00+00:00,2022-10-11T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,2e7b6e98-b854-4d84-9971-0cbe0a43b14c,POINT (584170.6971478276 1458790.10575182)
102,2022-10-02T16:00:00+00:00,2022-10-02T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Natural_Area_Open_Land_Recreational,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,BOGGY CREEK AT ORLANDO AIRPORT,EAST LAKE TOHOPEKALIGA,Yes,2f1c6ee7-7a65-40c3-a6af-4001fe4879d1,POINT (556102.0557786636 1468776.499492906)
103,2008-08-21T08:51:25+00:00,,don't_know,,don't_know,,Governmental,building_structure,,pia6617.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Okeechobee,NA,,,S191,Yes,2f5b5d0c-86dd-43ca-b3da-e8db601bcb8a,POINT (709694.5028582439 1083881.131161824)
104,2022-09-30T16:00:00+00:00,2022-09-30T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Mixed_Use,don't_know,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,WINTER PARK,,,,No,2fa6337f-4a15-4537-85c3-9a243b92998a,POINT (535313.8926306628 1553330.89370399)
105,2022-10-10T16:00:00+00:00,2022-10-10T16:00:00+00:00,ankle_deep,,don't_know,,Residential,driveway_garage,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,312e7c7b-0660-4dc6-b4b3-a39ee61cfa38,POINT (599488.4063417464 1466226.569881491)
106,2008-08-21T07:42:15+00:00,,don't_know,,don't_know,,Residential,road_street,,pia6518.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,PORT ST LUCIE,,ST LUCIE RIVER TIDAL NORTH FORK,TIDAL ST. LUCIE NORTH FORK,Yes,318bbbfc-b3c1-45bd-9aff-3474037a5e68,POINT (858429.2004669942 1080933.026821822)
107,2008-08-21T08:47:14+00:00,,don't_know,,don't_know,,Agriculture,field_open_natural_area,,pia6600.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Okeechobee,NA,,,S191,Yes,31f258b5-2a16-4027-a282-599913d2a282,POINT (714558.5899148285 1072622.241278075)
108,2022-06-04T15:00:00+00:00,,ankle_deep,,sometimes,,Residential,road_street,,Our residential streets flood like this when we have heavy rain like tropical storm alex. ,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Broward,SUNRISE,CENTRAL BROWARD WATER CONTROL DISTRICT,SUNRISE,C-11 WEST,No,33ddc95e-1d42-47b5-8259-4022e1a212bf,POINT (867756.3261696622 649637.5311468244)
109,2020-11-10T05:00:00+00:00,2020-11-10T05:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,I am very concerned that I might damage my car from the flood waters. Please tell me a safe exit route from to 595 E at Hiatus that will not flood my car. I already missed one day of work due to the heavy flooding. There was 9 1/2 inches in my driveway this morning so I could not leave my home. My clearance is 6 1/2”. I need to work tomorrow. We have been told there is no where for water to go by PAID. I am concerned they are not opening the floodgates and pumping  the water out of the South Plantation Acres. I have seen some improvement today in front of my house but not in the back.,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,PLANTATION,PLANTATION ACRES IMPROVEMENT DISTRICT,PLANTATION,NORTH NEW RIVER CANAL WEST,No,33f88401-cce5-422c-b155-81ce2083fcc7,POINT (884706.8910217471 648152.7624628246)
110,2022-10-02T13:11:59+00:00,,don't_know,,don't_know,,Residential,building_structure,,221002_Ian_Lake_Mary_Jane_Drone-P0730073.JPG,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,350d04da-f45f-4a36-a081-b68a46e7d611,POINT (599260.4491204955 1465622.729225658)
