,GetData,Dbkey,Station,Group,Site,Data Type,Freq,Stat,Recorder,Agency,Sensor,Start Date,End Date,Strata,OpNum,County,Latitude,Longitude,X Coord,Y Coord,Basin,Struct,Sec,Twp,Rng,start_date,end_date
125,,SX444,ACRA2,ACRA2,ACRA2,STG,BK,INST,CR10,WMD,,27-JUL-2004,01-NOV-2024,0,,MAR,270941.068,802557.596,840639.136,1028261.895,C23,,21,38,39,20040727,20241101
126,,SX443,ACRA2,ACRA2,ACRA2,STG,DA,MEAN,CR10,WMD,,27-JUL-2004,31-OCT-2024,0,,MAR,270941.068,802557.596,840639.136,1028261.895,C23,,21,38,39,20040727,20241031
127,,SX448,ACRA3,ACRA3,ACRA3,STG,BK,INST,CR10,WMD,,19-AUG-2004,01-NOV-2024,0,,MAR,271126.107,802654.583,835445.288,1038845.69,C23,,9,38,39,20040819,20241101
128,,SX447,ACRA3,ACRA3,ACRA3,STG,DA,MEAN,CR10,WMD,,19-AUG-2004,31-OCT-2024,0,,MAR,271126.107,802654.583,835445.288,1038845.69,C23,,9,38,39,20040819,20241031
129,,SX450,ACRA4,ACRA4,ACRA4,STG,BK,INST,CR10,WMD,,25-AUG-2004,10-OCT-2012,0,,MAR,270707.079,802755.421,830063.054,1012665.603,C23,,31,38,39,20040825,20121010
130,,SX449,ACRA4,ACRA4,ACRA4,STG,DA,MEAN,CR10,WMD,,25-AUG-2004,10-OCT-2012,0,,MAR,270707.079,802755.421,830063.054,1012665.603,C23,,31,38,39,20040825,20121010
131,,SX452,ACRA5,ACRA5,ACRA5,STG,BK,INST,CR10,WMD,,28-JUL-2004,01-NOV-2024,0,,MAR,270955.019,802823.39,827464.646,1029613.203,C23,,18,38,39,20040728,20241101
132,,SX451,ACRA5,ACRA5,ACRA5,STG,DA,MEAN,CR10,WMD,,28-JUL-2004,31-OCT-2024,0,,MAR,270955.019,802823.39,827464.646,1029613.203,C23,,18,38,39,20040728,20241031
133,,SX454,ACRA6,ACRA6,ACRA6,STG,BK,INST,CR10,WMD,,28-JUL-2004,01-NOV-2024,0,,MAR,271040.929,802619.828,838604.035,1034297.599,C23,,9,38,39,20040728,20241101
134,,SX453,ACRA6,ACRA6,ACRA6,STG,DA,MEAN,CR10,WMD,,28-JUL-2004,31-OCT-2024,0,,MAR,271040.929,802619.828,838604.035,1034297.599,C23,,9,38,39,20040728,20241031
135,,SY979,ACRA7,ACRA7,ACRA7,STG,BK,INST,CR10,WMD,,28-JUL-2004,16-OCT-2012,0,,MAR,270837.265,802915.264,822811.507,1021742.365,C23,,25,38,38,20040728,20121016
136,,SY978,ACRA7,ACRA7,ACRA7,STG,DA,MEAN,CR10,WMD,,28-JUL-2004,16-OCT-2012,0,,MAR,270837.265,802915.264,822811.507,1021742.365,C23,,25,38,38,20040728,20121016
137,,SY981,ACRA8,ACRA8,ACRA8,STG,BK,INST,CR10,WMD,,27-JUL-2004,15-OCT-2012,0,,MAR,270927.145,802729.598,832335.318,1026819.205,C23,,20,38,39,20040727,20121015
138,,SY980,ACRA8,ACRA8,ACRA8,STG,DA,MEAN,CR10,WMD,,27-JUL-2004,15-OCT-2012,0,,MAR,270927.145,802729.598,832335.318,1026819.205,C23,,20,38,39,20040727,20121015
139,,SY983,ACRA9,ACRA9,ACRA9,STG,BK,INST,CR10,WMD,,28-JUL-2004,15-OCT-2012,0,,MAR,270724.047,802540.271,842267.002,1014432.699,C23,,34,38,39,20040728,20121015
140,,SY982,ACRA9,ACRA9,ACRA9,STG,DA,MEAN,CR10,WMD,,28-JUL-2004,15-OCT-2012,0,,MAR,270724.047,802540.271,842267.002,1014432.699,C23,,34,38,39,20040728,20121015
141,,IW786,ALLI,ALLI,ALLI,STG,BK,INST,CR10,WMD,,26-AUG-1997,01-NOV-2024,0,,OSC,281225.357,811155.286,592174.112,1408030.045,ALLIGATO,,22,26,31,19970826,20241101
142,,FZ586,ALLI,ALLI,ALLI,STG,DA,MEAN,CR10,WMD,,26-AUG-1997,31-OCT-2024,0,,OSC,281225.357,811155.286,592174.112,1408030.045,ALLIGATO,,22,26,31,19970826,20241031
143,,04289,AR1_H,AR1,AR1,STG,BK,INST,????,WMD,H,03-MAY-1983,26-OCT-2000,0,,COL,261055.412,814601.559,404598.391,672606.14,GOLDEN G,,25,49,25,19830503,20001026
144,,P6257,AR1_H,AR1,AR1,STG,BK,INST,CR10,WMD,H,02-NOV-2000,01-NOV-2024,0,,COL,261055.412,814601.559,404598.391,672606.14,GOLDEN G,,25,49,25,20001102,20241101
145,,04290,AR1_H,AR1,AR1,STG,DA,MEAN,????,WMD,H,03-MAY-1983,26-OCT-2000,0,,COL,261055.412,814601.559,404598.391,672606.14,GOLDEN G,,25,49,25,19830503,20001026
146,,P6256,AR1_H,AR1,AR1,STG,DA,MEAN,CR10,WMD,H,02-NOV-2000,31-OCT-2024,0,,COL,261055.412,814601.559,404598.391,672606.14,GOLDEN G,,25,49,25,20001102,20241031
147,,04291,AR1_T,AR1,AR1,STG,BK,INST,????,WMD,T,10-SEP-1985,26-OCT-2000,0,,COL,261051.889,814601.308,404619.224,672250.237,GOLDEN G,,25,49,25,19850910,20001026
148,,P6259,AR1_T,AR1,AR1,STG,BK,INST,CR10,WMD,T,02-NOV-2000,01-NOV-2024,0,,COL,261051.889,814601.308,404619.224,672250.237,GOLDEN G,,25,49,25,20001102,20241101
149,,04292,AR1_T,AR1,AR1,STG,DA,MEAN,????,WMD,T,10-SEP-1985,26-OCT-2000,0,,COL,261051.889,814601.308,404619.224,672250.237,GOLDEN G,,25,49,25,19850910,20001026
150,,P6258,AR1_T,AR1,AR1,STG,DA,MEAN,CR10,WMD,T,02-NOV-2000,31-OCT-2024,0,,COL,261051.889,814601.308,404619.224,672250.237,GOLDEN G,,25,49,25,20001102,20241031
151,,WZ459,AR2_H,AR2_H,AR2,STG,BK,INST,TELE,WMD,,20-JUL-2023,01-NOV-2024,0,,COL,261521.6,814608.4,404134.578,699486.465,COCOHATC,,36,48,25,20230720,20241101
152,,WZ457,AR2_H,AR2_H,AR2,STG,DA,MEAN,TELE,WMD,,19-JUL-2023,31-OCT-2024,0,,COL,261521.6,814608.4,404134.578,699486.465,COCOHATC,,36,48,25,20230719,20241031
153,,WZ463,AR2_T,AR2_T,AR2,STG,BK,INST,TELE,WMD,,19-JUL-2023,01-NOV-2024,0,,COL,261525.2,814608.4,404136.737,699849.954,COCOHATC,,36,48,25,20230719,20241101
154,,WZ461,AR2_T,AR2_T,AR2,STG,DA,MEAN,TELE,WMD,0,19-JUL-2023,31-OCT-2024,0,,COL,261525.2,814608.4,404136.737,699849.954,COCOHATC,,36,48,25,20230719,20241031
155,,05169,ARMSC_H,ARMSC,ARMSC,STG,BK,INST,????,WMD,H,04-MAY-1983,12-JUN-1984,0,,OSC,274004.107,810724.223,616226.763,1211955.402,S-65A,,28,32,32,19830504,19840612
156,,05170,ARMSC_H,ARMSC,ARMSC,STG,DA,MEAN,????,WMD,H,04-MAY-1983,12-JUN-1984,0,,OSC,274004.107,810724.223,616226.763,1211955.402,S-65A,,28,32,32,19830504,19840612
157,,05171,ARMSC_T,ARMSC,ARMSC,STG,BK,INST,????,WMD,T,28-JUN-1983,29-MAR-1984,0,,OSC,274004.107,810724.223,616226.763,1211955.402,S-65A,,28,32,32,19830628,19840329
158,,05172,ARMSC_T,ARMSC,ARMSC,STG,DA,MEAN,????,WMD,T,28-JUN-1983,29-MAR-1984,0,,OSC,274004.107,810724.223,616226.763,1211955.402,S-65A,,28,32,32,19830628,19840329
159,,05175,ARMSF_H,ARMSF,ARMSF,STG,BK,INST,????,WMD,H,28-JUN-1983,29-MAR-1984,0,,OSC,273951.108,810625.222,621530.395,1210637.736,S-65A,,27,32,32,19830628,19840329
160,,05176,ARMSF_H,ARMSF,ARMSF,STG,DA,MEAN,????,WMD,H,28-JUN-1983,29-MAR-1984,0,,OSC,273951.108,810625.222,621530.395,1210637.736,S-65A,,27,32,32,19830628,19840329
161,,05177,ARMSF_T,ARMSF,ARMSF,STG,BK,INST,????,WMD,T,28-JUN-1983,29-MAR-1984,0,,OSC,273951.108,810625.222,621530.395,1210637.736,S-65A,,27,32,32,19830628,19840329
162,,05178,ARMSF_T,ARMSF,ARMSF,STG,DA,MEAN,????,WMD,T,28-JUN-1983,29-MAR-1984,0,,OSC,273951.108,810625.222,621530.395,1210637.736,S-65A,,27,32,32,19830628,19840329
163,,05163,ARMSO_H,ARMSO,ARMSO,STG,BK,INST,????,WMD,H,28-JUN-1983,29-MAR-1984,0,,OSC,274039.106,810616.222,622343.744,1215484.087,S-65A,,23,32,32,19830628,19840329
164,,05164,ARMSO_H,ARMSO,ARMSO,STG,DA,MEAN,????,WMD,H,28-JUN-1983,29-MAR-1984,0,,OSC,274039.106,810616.222,622343.744,1215484.087,S-65A,,23,32,32,19830628,19840329
165,,04439,AVON P3,AVON P3,AVON P3,STG,BK,INST,????,WMD,,18-SEP-1984,06-JUN-2003,0,,OKE,273238.123,811219.231,589627.947,1166953.863,KISSIMME,,3,34,31,19840918,20030606
166,,04440,AVON P3,AVON P3,AVON P3,STG,DA,MEAN,????,WMD,,18-SEP-1984,06-JUN-2003,0,,OKE,273238.123,811219.231,589627.947,1166953.863,KISSIMME,,3,34,31,19840918,20030606
167,,PT130,AVONP4,AVONP4,AVONP4,STG,BK,INST,CR10,WMD,,21-AUG-2003,01-NOV-2024,0,,POL,273352.98,811241.8,587609.39,1174516.49,KISSIMME,,34,33,31,20030821,20241101
168,,40654,AVONP4,AVONP4,AVONP4,STG,BK,INST,DRV,WMD,,21-AUG-2003,27-OCT-2024,0,,POL,273352.98,811241.8,587609.39,1174516.49,KISSIMME,,34,33,31,20030821,20241027
169,,40655,AVONP4,AVONP4,AVONP4,STG,DA,MEAN,DRV,WMD,,21-AUG-2003,27-OCT-2024,0,,POL,273352.98,811241.8,587609.39,1174516.49,KISSIMME,,34,33,31,20030821,20241027
170,,PT129,AVONP4,AVONP4,AVONP4,STG,DA,MEAN,CR10,WMD,,21-AUG-2003,31-OCT-2024,0,,POL,273352.98,811241.8,587609.39,1174516.49,KISSIMME,,34,33,31,20030821,20241031
171,,VM650,B1,B1,CA2AB1,STG,BK,INST,SDIG,WMD,,22-NOV-1982,19-SEP-1985,0,,PAL,262104.279,802244.177,859548.402,733825.855,CA2A,,18,47,40,19821122,19850919
172,,VM649,B1,B1,CA2AB1,STG,DA,MEAN,SDIG,WMD,,22-NOV-1982,19-SEP-1985,0,,PAL,262104.279,802244.177,859548.402,733825.855,CA2A,,18,47,40,19821122,19850919
173,,TA454,BARW4,BARW4,BARW4,STG,BK,INST,CR10,WMD,,25-FEB-2005,01-NOV-2024,0,,COL,255941.567,812049.25,542184.453,603980.775,BARRON R,,30,51,30,20050225,20241101
174,,40656,BARW4,BARW4,BARW4,STG,BK,INST,DRV,WMD,,25-FEB-2005,30-OCT-2024,0,,COL,255941.567,812049.25,542184.453,603980.775,BARRON R,,30,51,30,20050225,20241030
175,,40657,BARW4,BARW4,BARW4,STG,DA,MEAN,DRV,WMD,,25-FEB-2005,30-OCT-2024,0,,COL,255941.567,812049.25,542184.453,603980.775,BARRON R,,30,51,30,20050225,20241030
176,,TA453,BARW4,BARW4,BARW4,STG,DA,MEAN,CR10,WMD,,25-FEB-2005,31-OCT-2024,0,,COL,255941.567,812049.25,542184.453,603980.775,BARRON R,,30,51,30,20050225,20241031
177,,TA456,BARW6A,BARW6A,BARW6A,STG,BK,INST,CR10,WMD,,25-FEB-2005,01-NOV-2024,0,,COL,260304.286,812040.702,543018.395,624445.489,BARRON R,,7,51,30,20050225,20241101
178,,40658,BARW6A,BARW6A,BARW6A,STG,BK,INST,DRV,WMD,,25-FEB-2005,30-OCT-2024,0,,COL,260304.286,812040.702,543018.395,624445.489,BARRON R,,7,51,30,20050225,20241030
179,,40659,BARW6A,BARW6A,BARW6A,STG,DA,MEAN,DRV,WMD,,25-FEB-2005,30-OCT-2024,0,,COL,260304.286,812040.702,543018.395,624445.489,BARRON R,,7,51,30,20050225,20241030
180,,TA455,BARW6A,BARW6A,BARW6A,STG,DA,MEAN,CR10,WMD,,25-FEB-2005,31-OCT-2024,0,,COL,260304.286,812040.702,543018.395,624445.489,BARRON R,,7,51,30,20050225,20241031
181,,IW803,BASSC_H,BASSC,BASSC,STG,BK,INST,SDIG,WMD,H,27-JUN-1983,21-SEP-1983,0,,OKE,272540.14,810315.221,638576.239,1124694.127,KISSIMME,,17,35,33,19830627,19830921
182,,05194,BASSC_H,BASSC,BASSC,STG,DA,MEAN,SDIG,WMD,H,27-JUN-1983,21-SEP-1983,0,,OKE,272540.14,810315.221,638576.239,1124694.127,KISSIMME,,17,35,33,19830627,19830921
183,,IW804,BASSC_T,BASSC,BASSC,STG,BK,INST,SDIG,WMD,T,31-MAY-1983,21-SEP-1983,0,,OKE,272540.14,810315.221,638576.239,1124694.127,KISSIMME,,17,35,33,19830531,19830921
184,,05196,BASSC_T,BASSC,BASSC,STG,DA,MEAN,SDIG,WMD,T,31-MAY-1983,21-SEP-1983,0,,OKE,272540.14,810315.221,638576.239,1124694.127,KISSIMME,,17,35,33,19830531,19830921
185,,IW805,BASSD_H,BASSD,BASSD,STG,BK,INST,SDIG,WMD,H,31-MAY-1983,21-SEP-1983,0,,OKE,272629.138,810311.221,638938.797,1129641.843,KISSIMME,,17,35,33,19830531,19830921
186,,05188,BASSD_H,BASSD,BASSD,STG,DA,MEAN,SDIG,WMD,H,31-MAY-1983,21-SEP-1983,0,,OKE,272629.138,810311.221,638938.797,1129641.843,KISSIMME,,17,35,33,19830531,19830921
187,,05190,BASSD_T,BASSD,BASSD,STG,DA,MEAN,????,WMD,T,28-JUN-1983,20-SEP-1983,0,,OKE,272629.138,810311.221,638938.797,1129641.843,KISSIMME,,17,35,33,19830628,19830920
188,,IW808,BASSP_H,BASSP,BASSP,STG,BK,INST,SDIG,WMD,H,27-JUN-1983,31-OCT-1994,0,,OKE,272532.14,810319.221,638215.449,1123886.47,KISSIMME,,17,35,33,19830627,19941031
189,,07512,BASSP_H,BASSP,BASSP,STG,DA,MEAN,SP01,WMD,H,24-JUN-1988,07-JUN-1994,0,,OKE,272532.14,810319.221,638215.449,1123886.47,KISSIMME,,17,35,33,19880624,19940607
190,,05182,BASSP_H,BASSP,BASSP,STG,DA,MEAN,SDIG,WMD,H,27-JUN-1983,31-OCT-1994,0,,OKE,272532.14,810319.221,638215.449,1123886.47,KISSIMME,,17,35,33,19830627,19941031
191,,05183,BASSP_T,BASSP,BASSP,STG,BK,INST,????,WMD,T,27-JUN-1983,02-JUN-1994,0,,OKE,272532.14,810319.221,638215.449,1123886.47,KISSIMME,,17,35,33,19830627,19940602
192,,05184,BASSP_T,BASSP,BASSP,STG,DA,MEAN,????,WMD,T,27-JUN-1983,02-JUN-1994,0,,OKE,272532.14,810319.221,638215.449,1123886.47,KISSIMME,,17,35,33,19830627,19940602
193,,07513,BASSP_T,BASSP,BASSP,STG,DA,MEAN,SP01,WMD,T,24-JUN-1988,07-JUN-1994,0,,OKE,272532.14,810319.221,638215.449,1123886.47,KISSIMME,,17,35,33,19880624,19940607
194,,UO854,BBCW10,BBCW10,BBCW10,STG,BK,INST,CR10,WMD,,22-JAN-2007,19-AUG-2021,0,,DAD,252819.743,801955.606,876508.478,414400.117,BISC.S,,16,57,40,20070122,20210819
195,,UO853,BBCW10,BBCW10,BBCW10,STG,DA,MEAN,CR10,WMD,,22-JAN-2007,19-AUG-2021,0,,DAD,252819.743,801955.606,876508.478,414400.117,BISC.S,,16,57,40,20070122,20210819
196,,UO852,BBCW8,BBCW8,BBCW8,STG,BK,INST,CR10,WMD,,22-JAN-2007,09-AUG-2021,0,,DAD,253604.457,801820.777,884953.934,461361.222,BISC.S,,35,55,40,20070122,20210809
197,,UO851,BBCW8,BBCW8,BBCW8,STG,DA,MEAN,CR10,WMD,,22-JAN-2007,09-AUG-2021,0,,DAD,253604.457,801820.777,884953.934,461361.222,BISC.S,,35,55,40,20070122,20210809
198,,PT535,BCA15,BCA15,BCA15,STG,BK,INST,CR10,WMD,,09-NOV-2000,10-MAY-2018,0,,COL,260222.542,810137.624,647262.815,620082.531,COLL.E,,9,51,33,20001109,20180510
199,,NQ260,BCA15,BCA15,BCA15,STG,DA,MEAN,CR10,WMD,,09-NOV-2000,10-MAY-2018,0,,COL,260222.542,810137.624,647262.815,620082.531,COLL.E,,9,51,33,20001109,20180510
200,,PT538,BCA16,BCA16,BCA16,STG,BK,INST,CR10,WMD,,06-JAN-2001,28-JAN-2020,0,,COL,260323.67,810921.42,604969.376,626283.728,COLL.E,,6,51,32,20010106,20200128
201,,NQ261,BCA16,BCA16,BCA16,STG,DA,MEAN,CR10,WMD,,06-JAN-2001,28-JAN-2020,0,,COL,260323.67,810921.42,604969.376,626283.728,COLL.E,,6,51,32,20010106,20200128
202,,40832,BCA17,BCA17,BCA17,STG,BK,INST,DRV,WMD,,16-NOV-2000,29-OCT-2024,0,,COL,261217.81,811006.46,600931.892,680216.665,COLL.E,,19,49,32,20001116,20241029
203,,PT541,BCA17,BCA17,BCA17,STG,BK,INST,CR10,WMD,,16-NOV-2000,01-NOV-2024,0,,COL,261217.81,811006.46,600931.892,680216.665,COLL.E,,19,49,32,20001116,20241101
204,,40833,BCA17,BCA17,BCA17,STG,DA,MEAN,DRV,WMD,,16-NOV-2000,28-OCT-2024,0,,COL,261217.81,811006.46,600931.892,680216.665,COLL.E,,19,49,32,20001116,20241028
205,,NQ262,BCA17,BCA17,BCA17,STG,DA,MEAN,CR10,WMD,,16-NOV-2000,31-OCT-2024,0,,COL,261217.81,811006.46,600931.892,680216.665,COLL.E,,19,49,32,20001116,20241031
206,,40834,BCA18,BCA18,BCA18,STG,BK,INST,DRV,WMD,,05-DEC-2000,10-JUL-2023,0,,COL,261223.646,805900.985,661541.427,680770.265,L28 GAP,,24,49,33,20001205,20230710
207,,PT544,BCA18,BCA18,BCA18,STG,BK,INST,CR10,WMD,,05-DEC-2000,23-MAY-2024,0,,COL,261223.646,805900.985,661541.427,680770.265,L28 GAP,,24,49,33,20001205,20240523
208,,40835,BCA18,BCA18,BCA18,STG,DA,MEAN,DRV,WMD,,05-DEC-2000,10-JUL-2023,0,,COL,261223.646,805900.985,661541.427,680770.265,L28 GAP,,24,49,33,20001205,20230710
209,,NQ263,BCA18,BCA18,BCA18,STG,DA,MEAN,CR10,WMD,,05-DEC-2000,22-JUN-2024,0,,COL,261223.646,805900.985,661541.427,680770.265,L28 GAP,,24,49,33,20001205,20240622
210,,PT547,BCA19,BCA19,BCA19,STG,BK,INST,CR10,WMD,,13-DEC-2000,01-NOV-2024,0,,COL,254734,811209,589539.157,530426.783,COLL.E,,,,,20001213,20241101
211,,40836,BCA19,BCA19,BCA19,STG,BK,INST,DRV,WMD,,13-DEC-2000,28-OCT-2024,0,,COL,254734,811209,589539.157,530426.783,COLL.E,,,,,20001213,20241028
212,,40837,BCA19,BCA19,BCA19,STG,DA,MEAN,DRV,WMD,,13-DEC-2000,27-OCT-2024,0,,COL,254734,811209,589539.157,530426.783,COLL.E,,,,,20001213,20241027
213,,NQ264,BCA19,BCA19,BCA19,STG,DA,MEAN,CR10,WMD,,13-DEC-2000,31-OCT-2024,0,,COL,254734,811209,589539.157,530426.783,COLL.E,,,,,20001213,20241031
214,,40840,BCA20,BCA20,BCA20,STG,BK,INST,DRV,WMD,,13-DEC-2000,28-OCT-2024,0,,COL,254222.001,805605.999,677568.774,498882.424,ENP,,,,,20001213,20241028
215,,PT550,BCA20,BCA20,BCA20,STG,BK,INST,CR10,WMD,,13-DEC-2000,01-NOV-2024,0,,COL,254222.001,805605.999,677568.774,498882.424,ENP,,,,,20001213,20241101
216,,40843,BCA20,BCA20,BCA20,STG,DA,MEAN,DRV,WMD,,13-DEC-2000,16-OCT-2024,0,,COL,254222.001,805605.999,677568.774,498882.424,ENP,,,,,20001213,20241016
217,,NQ265,BCA20,BCA20,BCA20,STG,DA,MEAN,CR10,WMD,,13-DEC-2000,31-OCT-2024,0,,COL,254222.001,805605.999,677568.774,498882.424,ENP,,,,,20001213,20241031
218,,IW814,BCNPA1,BCNPA1,BCA1,STG,BK,INST,A71,WMD,,04-JAN-1991,06-OCT-1995,0,,COL,261454.31,811742.61,559423.87,696093.129,OKALOACO,,,49,30,19910104,19951006
219,,IW815,BCNPA1,BCNPA1,BCA1,STG,BK,INST,CR10,WMD,,06-OCT-1995,01-NOV-2024,0,,COL,261454.31,811742.61,559423.87,696093.129,OKALOACO,,,49,30,19951006,20241101
220,,40664,BCNPA1,BCNPA1,BCA1,STG,BK,INST,DRV,WMD,,04-JAN-1991,29-OCT-2024,0,,COL,261454.31,811742.61,559423.87,696093.129,OKALOACO,,,49,30,19910104,20241029
221,,15244,BCNPA1,BCNPA1,BCA1,STG,DA,MEAN,A71,WMD,,04-JAN-1991,06-OCT-1995,0,,COL,261454.31,811742.61,559423.87,696093.129,OKALOACO,,,49,30,19910104,19951006
222,,40665,BCNPA1,BCNPA1,BCA1,STG,DA,MEAN,DRV,WMD,,04-JAN-1991,28-OCT-2024,0,,COL,261454.31,811742.61,559423.87,696093.129,OKALOACO,,,49,30,19910104,20241028
223,,16755,BCNPA1,BCNPA1,BCA1,STG,DA,MEAN,CR10,WMD,,06-OCT-1995,31-OCT-2024,0,,COL,261454.31,811742.61,559423.87,696093.129,OKALOACO,,,49,30,19951006,20241031
224,,IW816,BCNPA10,BCNPA10,BCA10,STG,BK,INST,A71,WMD,,17-JAN-1991,05-OCT-1995,0,,MON,254248.47,810118.78,648963.032,501551.059,ENP,,,55,33,19910117,19951005
225,,40666,BCNPA10,BCNPA10,BCA10,STG,BK,INST,DRV,WMD,,17-JAN-1991,28-OCT-2024,0,,MON,254248.47,810118.78,648963.032,501551.059,ENP,,,55,33,19910117,20241028
226,,IW817,BCNPA10,BCNPA10,BCA10,STG,BK,INST,CR10,WMD,,05-OCT-1995,01-NOV-2024,0,,MON,254248.47,810118.78,648963.032,501551.059,ENP,,,55,33,19951005,20241101
227,,15253,BCNPA10,BCNPA10,BCA10,STG,DA,MEAN,A71,WMD,,17-JAN-1991,05-OCT-1995,0,,MON,254248.47,810118.78,648963.032,501551.059,ENP,,,55,33,19910117,19951005
228,,40667,BCNPA10,BCNPA10,BCA10,STG,DA,MEAN,DRV,WMD,,17-JAN-1991,16-OCT-2024,0,,MON,254248.47,810118.78,648963.032,501551.059,ENP,,,55,33,19910117,20241016
229,,16762,BCNPA10,BCNPA10,BCA10,STG,DA,MEAN,CR10,WMD,,05-OCT-1995,31-OCT-2024,0,,MON,254248.47,810118.78,648963.032,501551.059,ENP,,,55,33,19951005,20241031
230,,IW818,BCNPA11,BCNPA11,BCA11,STG,BK,INST,A71,WMD,,28-DEC-1990,08-SEP-1995,0,,MON,254722.37,810559.253,623331.563,529213.839,COLL.E,,,54,32,19901228,19950908
231,,IW819,BCNPA11,BCNPA11,BCA11,STG,BK,INST,CR10,WMD,,11-SEP-1995,01-NOV-2024,0,,MON,254722.37,810559.253,623331.563,529213.839,COLL.E,,,54,32,19950911,20241101
232,,40668,BCNPA11,BCNPA11,BCA11,STG,BK,INST,DRV,WMD,,28-DEC-1990,28-OCT-2024,0,,MON,254722.37,810559.253,623331.563,529213.839,COLL.E,,,54,32,19901228,20241028
233,,15254,BCNPA11,BCNPA11,BCA11,STG,DA,MEAN,A71,WMD,,28-DEC-1990,08-SEP-1995,0,,MON,254722.37,810559.253,623331.563,529213.839,COLL.E,,,54,32,19901228,19950908
234,,40669,BCNPA11,BCNPA11,BCA11,STG,DA,MEAN,DRV,WMD,,28-DEC-1990,16-OCT-2024,0,,MON,254722.37,810559.253,623331.563,529213.839,COLL.E,,,54,32,19901228,20241016
235,,16763,BCNPA11,BCNPA11,BCA11,STG,DA,MEAN,CR10,WMD,,11-SEP-1995,31-OCT-2024,0,,MON,254722.37,810559.253,623331.563,529213.839,COLL.E,,,54,32,19950911,20241031
236,,IW820,BCNPA12,BCNPA12,BCA12,STG,BK,INST,A71,WMD,,01-JAN-1992,27-SEP-1995,0,,COL,261130.31,810511.243,627816.313,675394.489,COLL.E,,25,49,32,19920101,19950927
237,,IW821,BCNPA12,BCNPA12,BCA12,STG,BK,INST,CR10,WMD,,27-SEP-1995,01-NOV-2024,0,,COL,261130.31,810511.243,627816.313,675394.489,COLL.E,,25,49,32,19950927,20241101
238,,40671,BCNPA12,BCNPA12,BCA12,STG,BK,INST,DRV,WMD,,01-JAN-1992,29-OCT-2024,0,,COL,261130.31,810511.243,627816.313,675394.489,COLL.E,,25,49,32,19920101,20241029
239,,15255,BCNPA12,BCNPA12,BCA12,STG,DA,MEAN,A71,WMD,,01-JAN-1992,27-SEP-1995,0,,COL,261130.31,810511.243,627816.313,675394.489,COLL.E,,25,49,32,19920101,19950927
240,,40672,BCNPA12,BCNPA12,BCA12,STG,DA,MEAN,DRV,WMD,,01-JAN-1992,28-OCT-2024,0,,COL,261130.31,810511.243,627816.313,675394.489,COLL.E,,25,49,32,19920101,20241028
241,,16764,BCNPA12,BCNPA12,BCA12,STG,DA,MEAN,CR10,WMD,,27-SEP-1995,31-OCT-2024,0,,COL,261130.31,810511.243,627816.313,675394.489,COLL.E,,25,49,32,19950927,20241031
242,,40828,BCNPA13,BCNPA13,BCA13,STG,BK,INST,DRV,WMD,,20-MAR-1991,30-OCT-2024,0,,COL,260553.33,810323.488,637617.928,641368.247,COLL.E,,19,50,33,19910320,20241030
243,,IW822,BCNPA13,BCNPA13,BCA13,STG,BK,INST,CR10,WMD,,27-SEP-1995,01-NOV-2024,0,,COL,260553.33,810323.488,637617.928,641368.247,COLL.E,,19,50,33,19950927,20241101
244,,15256,BCNPA13,BCNPA13,BCA13,STG,DA,MEAN,A71,WMD,,20-MAR-1991,27-SEP-1995,0,,COL,260553.33,810323.488,637617.928,641368.247,COLL.E,,19,50,33,19910320,19950927
245,,40829,BCNPA13,BCNPA13,BCA13,STG,DA,MEAN,DRV,WMD,,20-MAR-1991,29-OCT-2024,0,,COL,260553.33,810323.488,637617.928,641368.247,COLL.E,,19,50,33,19910320,20241029
246,,16765,BCNPA13,BCNPA13,BCA13,STG,DA,MEAN,CR10,WMD,,27-SEP-1995,31-OCT-2024,0,,COL,260553.33,810323.488,637617.928,641368.247,COLL.E,,19,50,33,19950927,20241031
247,,IW823,BCNPA14,BCNPA14,BCA14,STG,BK,INST,CR10,WMD,,27-SEP-1995,22-JUN-2024,0,,COL,260240.335,811759.263,557735.757,621991.107,COLL.E,,10,51,30,19950927,20240622
248,,40830,BCNPA14,BCNPA14,BCA14,STG,BK,INST,DRV,WMD,,20-MAR-1991,22-JUN-2024,0,,COL,260240.335,811759.263,557735.757,621991.107,COLL.E,,10,51,30,19910320,20240622
249,,15257,BCNPA14,BCNPA14,BCA14,STG,DA,MEAN,A71,WMD,,20-MAR-1991,27-SEP-1995,0,,COL,260240.335,811759.263,557735.757,621991.107,COLL.E,,10,51,30,19910320,19950927
250,,16766,BCNPA14,BCNPA14,BCA14,STG,DA,MEAN,CR10,WMD,,27-SEP-1995,30-JUN-2024,0,,COL,260240.335,811759.263,557735.757,621991.107,COLL.E,,10,51,30,19950927,20240630
251,,40831,BCNPA14,BCNPA14,BCA14,STG,DA,MEAN,DRV,WMD,,20-MAR-1991,30-JUN-2024,0,,COL,260240.335,811759.263,557735.757,621991.107,COLL.E,,10,51,30,19910320,20240630
252,,IW824,BCNPA2,BCNPA2,BCA2,STG,BK,INST,A71,WMD,,10-JAN-1991,28-OCT-1995,0,,COL,261147.312,811718.259,561597.813,677206.732,COLL.E,,23,49,30,19910110,19951028
